,type,length_comment,var_length,links_count,qm_count,exm_count,img_count,music_count,dots_count,ht_count,me_count,I-E,N-S,T-F,J-P
3568,INTP,31.5,0.18718503085031268,0.02,0.16,0.68,0.0,0.0,0.76,0.0,4.42,1,0,1,1
3569,INTJ,27.18,0.18265561331039049,0.02,0.08,0.08,0.0,0.0,0.68,0.0,2.62,1,0,1,0
3570,ENFP,32.0,0.17720435418039981,0.0,0.04,0.18,0.0,0.0,0.7,0.0,3.44,0,0,0,1
3571,ISTP,14.18,0.18696236806719593,0.16,0.26,0.08,0.04,0.02,0.14,0.0,1.22,1,1,1,1
3572,INFJ,26.94,0.18713457338732656,0.02,0.16,0.46,0.0,0.0,1.06,0.0,3.26,1,0,0,0
3573,ESTP,10.74,0.1948692030010259,0.02,0.22,0.06,0.0,0.0,0.46,0.0,1.42,0,1,1,1
3574,INTP,24.22,0.17889847485741656,0.14,0.14,0.0,0.04,0.06,0.42,0.0,2.8,1,0,1,1
3575,INFJ,25.34,0.18556213017751477,0.1,0.14,0.26,0.02,0.02,1.08,0.0,1.8,1,0,0,0
3576,INFJ,27.46,0.18855241134797868,0.0,0.06,0.1,0.0,0.02,0.82,0.0,3.72,1,0,0,0
3577,INTP,23.98,0.17861832097029234,0.06,0.2,0.04,0.0,0.0,0.62,0.02,2.54,1,0,1,1
3578,INFJ,32.3,0.1830882651614364,0.06,0.14,0.34,0.06,0.0,0.8,0.0,3.56,1,0,0,0
3579,ISTP,26.62,0.18403234537191857,0.06,0.16,0.1,0.0,0.0,0.58,0.0,3.76,1,1,1,1
3580,INFP,16.54,0.191497460723187,0.0,0.02,0.0,0.0,0.02,0.46,0.0,1.94,1,0,0,1
3581,ISFJ,11.84,0.19493687365189427,0.0,0.14,0.1,0.0,0.0,0.22,0.0,1.4,1,1,0,0
3582,ISTP,32.18,0.1842152139209401,0.04,0.08,0.0,0.0,0.0,0.96,0.0,2.6,1,1,1,1
3583,INFP,30.96,0.18569883561795747,0.04,0.14,0.34,0.02,0.02,1.24,0.0,4.22,1,0,0,1
3584,INFJ,23.06,0.17551981386520074,0.06,0.16,0.0,0.0,0.0,0.62,0.0,2.52,1,0,0,0
3585,INTJ,18.44,0.17753666807181115,0.02,0.2,0.02,0.02,0.02,0.2,0.0,1.56,1,0,1,0
3586,INTP,27.72,0.18994766423128667,0.02,0.12,0.06,0.02,0.0,1.06,0.0,3.34,1,0,1,1
3587,INFP,12.68,0.19046735006728838,0.02,0.08,0.08,0.02,0.02,0.26,0.0,1.54,1,0,0,1
3588,INFJ,30.04,0.18336142955163756,0.06,0.32,0.14,0.0,0.02,0.86,0.0,3.44,1,0,0,0
3589,ENTP,25.12,0.1790743489383732,0.16,0.24,0.1,0.12,0.0,0.84,0.04,2.52,0,0,1,1
3590,ENTP,23.34,0.17969349759587044,0.04,0.28,0.1,0.0,0.0,0.46,0.0,2.0,0,0,1,1
3591,INTP,29.28,0.1777637085301607,0.04,0.18,0.02,0.0,0.0,0.8,0.0,3.24,1,0,1,1
3592,ENTJ,29.82,0.17929181746358544,0.04,0.18,0.16,0.0,0.04,0.78,0.02,3.74,0,0,1,0
3593,ISTP,11.58,0.18330283521200846,0.4,0.18,0.04,0.1,0.0,0.28,0.0,1.44,1,1,1,1
3594,INTP,21.24,0.17852914285938357,0.04,0.3,0.02,0.0,0.0,0.36,0.0,2.72,1,0,1,1
3595,ENTP,21.22,0.17232056358234954,0.24,0.3,0.04,0.12,0.04,0.34,0.0,1.48,0,0,1,1
3596,INFJ,28.14,0.18399034134033543,0.04,0.22,0.1,0.0,0.0,0.76,0.0,3.98,1,0,0,0
3597,ENFJ,27.86,0.19760600847200338,0.0,0.38,0.28,0.0,0.0,1.6,0.0,2.9,0,0,0,0
3598,ISTP,20.94,0.18458416289791627,0.12,0.28,0.26,0.0,0.0,0.64,0.0,2.56,1,1,1,1
3599,INFP,30.68,0.18663573012026435,0.0,0.08,0.22,0.0,0.0,1.36,0.0,3.88,1,0,0,1
3600,ENTP,21.22,0.1895517119069964,0.02,0.18,0.28,0.0,0.04,0.52,0.0,1.26,0,0,1,1
3601,ENFP,29.54,0.18530853691970947,0.0,0.16,0.02,0.0,0.06,0.62,0.0,4.26,0,0,0,1
3602,INTP,19.54,0.17937306244684587,0.2,0.38,0.0,0.0,0.02,0.52,0.0,2.4,1,0,1,1
3603,ISFJ,31.4,0.1858115812491515,0.0,0.38,0.16,0.0,0.0,0.64,0.0,3.94,1,1,0,0
3604,INTP,25.54,0.1868495867430689,0.0,0.22,0.08,0.0,0.0,0.66,0.0,3.46,1,0,1,1
3605,INFP,25.36,0.1827930224230829,0.02,0.58,0.08,0.0,0.0,0.42,0.0,2.12,1,0,0,1
3606,INTP,32.08,0.18583349674705157,0.0,0.16,0.02,0.0,0.0,0.88,0.0,2.86,1,0,1,1
3607,INFP,17.84,0.18841257180438778,0.04,0.24,0.04,0.0,0.0,0.2,0.0,2.26,1,0,0,1
3608,INFJ,34.1,0.18014514588452105,0.0,0.18,0.08,0.0,0.0,1.28,0.0,3.96,1,0,0,0
3609,ISTP,29.2,0.1818871462150286,0.08,0.26,0.04,0.02,0.02,0.72,0.04,2.94,1,1,1,1
3610,INFP,24.4,0.18841840437090848,0.12,0.22,0.02,0.02,0.08,0.52,0.0,3.24,1,0,0,1
3611,INFJ,21.62,0.1821388840256447,0.12,0.16,0.02,0.0,0.0,0.5,0.0,2.98,1,0,0,0
3612,INFJ,20.64,0.17978958325058444,0.04,0.22,0.04,0.0,0.06,0.5,0.0,1.88,1,0,0,0
3613,INFJ,28.1,0.1848878571819357,0.16,0.12,0.34,0.06,0.0,1.02,0.0,3.14,1,0,0,0
3614,INTP,26.02,0.1771958711300693,0.0,0.12,0.28,0.0,0.0,0.76,0.0,2.8,1,0,1,1
3615,INTP,32.4,0.1798503027996448,0.02,0.04,0.0,0.0,0.0,1.06,0.0,3.6,1,0,1,1
3616,INTJ,3.9,0.16836734693877556,0.84,0.64,0.1,0.14,0.0,0.1,0.0,0.52,1,0,1,0
3617,INTJ,3.94,0.18988073224852067,0.18,0.3,0.08,0.02,0.0,0.1,0.0,0.86,1,0,1,0
3618,INTJ,26.54,0.18695698932096577,0.02,0.4,0.08,0.0,0.0,0.7,0.02,2.8,1,0,1,0
3619,ISTP,30.88,0.18517714998671142,0.0,0.12,0.08,0.0,0.02,0.8,0.0,3.86,1,1,1,1
3620,ENTP,23.42,0.187882345618126,0.0,0.38,0.08,0.0,0.0,0.66,0.0,2.14,0,0,1,1
3621,INTP,24.72,0.18685136307669176,0.0,0.24,0.02,0.0,0.02,0.58,0.0,3.04,1,0,1,1
3622,INTJ,31.06,0.1880014230776581,0.04,0.26,0.0,0.0,0.0,0.84,0.0,2.38,1,0,1,0
3623,INTP,30.44,0.17809687419156695,0.0,0.14,0.02,0.0,0.0,0.76,0.0,2.48,1,0,1,1
3624,ISFP,14.92,0.1794551330415975,0.56,0.48,0.14,0.06,0.06,0.5,0.0,1.7,1,1,0,1
3625,ENTJ,29.2,0.18345049890494297,0.04,0.26,0.3,0.0,0.02,0.88,0.02,2.9,0,0,1,0
3626,ENFP,21.62,0.19334340632456826,0.0,0.2,0.18,0.0,0.0,1.22,0.02,2.06,0,0,0,1
3627,ENTJ,26.92,0.19431340002263447,0.0,0.34,0.36,0.0,0.0,1.3,0.0,2.82,0,0,1,0
3628,ENTP,16.84,0.19106209077286,0.18,0.26,0.0,0.02,0.0,0.46,0.0,1.82,0,0,1,1
3629,INFJ,13.0,0.200939820071622,0.1,0.28,0.96,0.0,0.0,0.54,0.0,1.84,1,0,0,0
3630,INFP,23.98,0.18575899356545542,0.14,0.3,0.18,0.0,0.0,0.92,0.0,3.38,1,0,0,1
3631,ENTP,32.86,0.18456833511327408,0.06,0.28,0.06,0.06,0.0,1.26,0.0,3.76,0,0,1,1
3632,ISTP,23.52,0.18270592710025726,0.24,0.34,0.02,0.0,0.0,0.74,0.0,1.84,1,1,1,1
3633,ENFP,22.2,0.1929385883632929,0.0,0.12,0.68,0.0,0.0,1.1,0.0,3.22,0,0,0,1
3634,INFJ,32.3,0.17188475283126708,0.02,0.3,0.0,0.0,0.0,0.86,0.0,2.22,1,0,0,0
3635,ISTJ,23.12,0.18674380603019902,0.58,0.58,0.14,0.02,0.06,1.52,0.0,1.68,1,1,1,0
3636,INFP,24.88,0.1778964357307226,0.04,0.28,0.28,0.0,0.0,0.5,0.0,2.42,1,0,0,1
3637,ENFP,32.68,0.18065135516137912,0.0,0.1,0.04,0.0,0.0,0.88,0.0,2.44,0,0,0,1
3638,ENTP,33.82,0.18726506233510695,0.0,0.14,0.1,0.0,0.0,1.08,0.0,4.14,0,0,1,1
3639,INFJ,33.5,0.1826182258479324,0.0,0.42,0.02,0.0,0.0,0.84,0.0,4.02,1,0,0,0
3640,ENFJ,23.88,0.18030686953568048,0.02,0.04,0.12,0.0,0.04,0.56,0.0,2.26,0,0,0,0
3641,ISTJ,23.32,0.18850227471056877,0.16,0.3,0.14,0.02,0.02,0.5,0.0,2.68,1,1,1,0
3642,INTJ,22.32,0.18597071585310812,0.02,0.36,0.06,0.0,0.02,0.4,0.0,2.4,1,0,1,0
3643,INFJ,25.66,0.18461492632851925,0.1,0.42,0.22,0.02,0.0,0.5,0.0,2.56,1,0,0,0
3644,INTP,24.68,0.18716298254664634,0.16,0.36,0.34,0.0,0.0,0.92,0.0,1.72,1,0,1,1
3645,INFP,27.18,0.1852843211879628,0.0,0.18,0.3,0.0,0.02,0.74,0.0,0.98,1,0,0,1
3646,INTP,27.96,0.18200732614757661,0.02,0.18,0.12,0.02,0.0,0.84,0.02,2.0,1,0,1,1
3647,ENTJ,28.86,0.18219888445471305,0.0,0.12,0.0,0.0,0.0,0.8,0.0,3.02,0,0,1,0
3648,ISFJ,23.72,0.18115415433634804,0.08,0.14,0.1,0.0,0.0,0.5,0.0,3.3,1,1,0,0
3649,ISFP,20.96,0.17905573168608466,0.02,0.2,0.02,0.0,0.0,0.44,0.0,2.86,1,1,0,1
3650,ISFJ,33.34,0.184241498473019,0.0,0.12,0.28,0.0,0.0,0.96,0.0,4.64,1,1,0,0
3651,INTJ,22.72,0.19218578847012047,0.02,0.14,0.14,0.0,0.0,0.56,0.0,2.58,1,0,1,0
3652,INFJ,30.2,0.185794104464845,0.02,0.18,0.28,0.0,0.0,0.8,0.0,3.18,1,0,0,0
3653,ENTP,27.58,0.18318463409517757,0.16,0.34,0.48,0.0,0.0,0.8,0.0,2.6,0,0,1,1
3654,INFJ,31.12,0.18859276928650054,0.0,0.12,0.04,0.0,0.0,1.0,0.0,3.9,1,0,0,0
3655,INFJ,34.74,0.18882298838946796,0.04,0.04,0.22,0.02,0.0,1.22,0.0,4.54,1,0,0,0
3656,ENTP,21.74,0.18325055832989867,0.1,0.08,0.2,0.0,0.02,0.56,0.0,2.6,0,0,1,1
3657,INFJ,31.28,0.18758552855652388,0.06,0.16,0.04,0.0,0.04,0.88,0.0,4.04,1,0,0,0
3658,ENFJ,31.56,0.18960068945705258,0.0,0.22,0.56,0.0,0.0,1.5,0.0,4.0,0,0,0,0
3659,INTP,23.54,0.18415862381167947,0.04,0.22,0.02,0.0,0.0,0.72,0.0,1.92,1,0,1,1
3660,ENFP,22.18,0.1890160139089856,0.1,0.28,0.84,0.02,0.0,0.46,0.0,2.78,0,0,0,1
3661,ISFJ,20.22,0.18390407160531322,0.0,0.18,0.1,0.0,0.0,0.38,0.0,1.26,1,1,0,0
3662,ENFP,20.68,0.18885589187993615,0.0,0.1,0.56,0.0,0.0,0.76,0.0,2.9,0,0,0,1
3663,INFP,19.92,0.18466665607058602,0.04,0.1,0.08,0.02,0.0,0.62,0.0,3.18,1,0,0,1
3664,ISTP,22.78,0.19204952371494402,0.0,0.22,0.3,0.0,0.0,0.68,0.0,2.66,1,1,1,1
3665,ENTP,20.86,0.19694920034979102,0.02,0.06,0.06,0.0,0.0,0.28,0.0,1.6,0,0,1,1
3666,INTJ,25.62,0.1770331115988843,0.0,0.14,0.08,0.0,0.0,0.7,0.0,2.26,1,0,1,0
3667,INTJ,30.44,0.1844632874850169,0.0,0.08,0.1,0.0,0.0,0.76,0.0,3.32,1,0,1,0
3668,INFP,27.6,0.18558328186791556,0.0,0.14,0.22,0.0,0.0,0.7,0.0,3.8,1,0,0,1
3669,INTP,26.88,0.17717683170993923,0.04,0.46,0.1,0.02,0.0,0.74,0.0,2.38,1,0,1,1
3670,INFP,35.82,0.18202978321133156,0.02,0.2,0.06,0.0,0.0,0.88,0.0,3.38,1,0,0,1
3671,INTJ,20.56,0.18100599101409176,0.06,0.28,0.0,0.02,0.0,0.3,0.0,2.26,1,0,1,0
3672,INFJ,31.88,0.18719877833515328,0.0,0.14,0.14,0.0,0.0,0.84,0.0,3.72,1,0,0,0
3673,ENFP,30.36,0.18142348505093464,0.04,0.12,0.18,0.02,0.0,0.72,0.0,1.44,0,0,0,1
3674,ENFP,24.44,0.18074208564570265,0.06,0.08,0.16,0.04,0.02,0.4,0.0,2.78,0,0,0,1
3675,ENTJ,28.28,0.17457240380290115,0.02,0.22,0.14,0.0,0.0,0.56,0.0,3.38,0,0,1,0
3676,ENFP,20.06,0.1962335511248746,0.0,0.04,0.14,0.0,0.02,0.74,0.0,2.9,0,0,0,1
3677,ENFP,31.04,0.19204389574759947,0.0,0.12,0.48,0.0,0.0,0.84,0.0,3.32,0,0,0,1
3678,INFP,25.02,0.18820441331603813,0.04,0.1,0.52,0.0,0.08,0.78,0.0,2.82,1,0,0,1
3679,ENTJ,26.64,0.18473304858841572,0.0,0.32,0.02,0.0,0.04,0.66,0.0,3.06,0,0,1,0
3680,ENTP,21.86,0.19020356450743034,0.0,0.24,0.58,0.0,0.0,0.72,0.0,2.48,0,0,1,1
3681,ESTP,28.6,0.19063886813241376,0.14,0.38,1.44,0.0,0.0,0.66,0.0,3.32,0,1,1,1
3682,INTP,21.58,0.17831625697410824,0.2,0.46,0.04,0.02,0.0,0.46,0.02,1.72,1,0,1,1
3683,INFP,28.62,0.20034793531083817,0.0,0.18,0.72,0.0,0.0,2.28,0.02,3.58,1,0,0,1
3684,ISFP,29.82,0.1855506602825887,0.0,0.36,0.06,0.0,0.0,0.8,0.02,2.66,1,1,0,1
3685,INFP,22.1,0.18446811683653586,0.0,0.18,0.14,0.0,0.02,0.74,0.0,2.3,1,0,0,1
3686,INFP,28.78,0.18908211893058083,0.04,0.36,0.86,0.0,0.0,0.82,0.02,3.0,1,0,0,1
3687,INFP,27.84,0.18654687145461235,0.1,0.18,0.04,0.02,0.0,0.9,0.0,3.1,1,0,0,1
3688,INFJ,26.28,0.18666923602428714,0.06,0.48,0.04,0.02,0.0,0.72,0.0,2.4,1,0,0,0
3689,ENFP,24.36,0.1866455266041086,0.02,0.22,0.62,0.0,0.08,0.56,0.0,2.94,0,0,0,1
3690,INFJ,26.82,0.1867486799341059,0.06,0.3,0.1,0.0,0.02,0.58,0.0,2.72,1,0,0,0
3691,INFP,10.98,0.1822614162830546,0.72,0.58,0.04,0.14,0.0,0.5,0.0,1.78,1,0,0,1
3692,INTP,26.22,0.20036991603619617,0.02,0.1,0.14,0.02,0.0,3.92,0.02,3.14,1,0,1,1
3693,INTP,28.56,0.17790771851178266,0.04,0.04,0.02,0.0,0.02,0.76,0.0,3.66,1,0,1,1
3694,ENFP,28.1,0.18734992201343836,0.12,0.22,0.96,0.04,0.0,0.72,0.0,2.96,0,0,0,1
3695,INTJ,7.28,0.19068227159441392,0.02,0.06,0.02,0.0,0.0,0.2,0.0,1.04,1,0,1,0
3696,ISTP,29.8,0.18317620586088332,0.0,0.3,0.02,0.0,0.0,0.6,0.0,2.98,1,1,1,1
3697,INTP,33.8,0.18612570231931858,0.02,0.16,0.1,0.0,0.0,0.98,0.0,4.58,1,0,1,1
3698,ENTJ,30.82,0.19145430589787005,0.0,0.12,0.14,0.0,0.0,1.36,0.0,3.26,0,0,1,0
3699,INFJ,24.26,0.18560643830793216,0.04,0.56,0.04,0.0,0.0,0.5,0.04,2.66,1,0,0,0
3700,ENFP,3.74,0.1869027745340108,0.0,0.02,0.04,0.0,0.02,0.08,0.0,0.3,0,0,0,1
3701,ISFJ,2.34,0.19333268784678223,0.68,0.68,0.0,0.04,0.0,0.12,0.0,1.2,1,1,0,0
3702,ISFP,22.8,0.18173797066546254,0.02,0.32,0.04,0.0,0.04,0.52,0.0,2.66,1,1,0,1
3703,INFP,35.38,0.18355573660730845,0.0,0.02,0.0,0.0,0.0,0.9,0.0,4.0,1,0,0,1
3704,INTP,28.78,0.18550556746951988,0.0,0.4,0.1,0.0,0.0,0.56,0.0,3.42,1,0,1,1
3705,INTP,29.54,0.18238320928959986,0.06,0.24,0.12,0.0,0.0,0.74,0.02,3.34,1,0,1,1
3706,INFP,21.86,0.19369119614925903,0.02,0.64,0.36,0.0,0.0,1.0,0.0,2.66,1,0,0,1
3707,INFP,31.2,0.1886912965634597,0.06,0.18,0.18,0.04,0.02,1.12,0.0,3.8,1,0,0,1
3708,ISFP,30.34,0.18457047208669355,0.02,0.16,0.04,0.0,0.02,0.68,0.0,2.88,1,1,0,1
3709,ISTJ,28.48,0.18849918454946676,0.02,0.16,0.26,0.0,0.04,0.86,0.0,3.56,1,1,1,0
3710,ENFP,15.6,0.18849851242685306,0.04,0.16,0.04,0.04,0.04,0.54,0.0,1.64,0,0,0,1
3711,INTJ,13.46,0.19497213772109664,0.38,0.48,0.02,0.0,0.0,0.78,0.02,1.32,1,0,1,0
3712,ENFJ,29.84,0.1822031779761986,0.06,0.16,0.16,0.0,0.0,0.76,0.0,3.28,0,0,0,0
3713,INTP,17.94,0.18141436802191635,0.18,0.28,0.26,0.08,0.0,0.38,0.0,2.12,1,0,1,1
3714,INTP,19.96,0.18165361706500557,0.1,0.06,0.0,0.06,0.0,0.44,0.0,2.16,1,0,1,1
3715,ISFP,31.88,0.17688981107005727,0.0,0.3,0.08,0.0,0.0,0.92,0.0,4.38,1,1,0,1
3716,INFJ,27.56,0.18371023190593452,0.02,0.14,0.16,0.02,0.0,0.82,0.0,2.76,1,0,0,0
3717,INFP,20.04,0.19605470096707922,0.22,0.38,0.28,0.0,0.0,0.32,0.0,2.2,1,0,0,1
3718,ENTP,25.64,0.18512454289021096,0.04,0.24,0.02,0.0,0.0,0.54,0.0,3.2,0,0,1,1
3719,INTP,27.98,0.19678803147564758,0.02,0.18,0.12,0.02,0.0,0.72,0.0,2.6,1,0,1,1
3720,INTP,32.94,0.1813078194774247,0.0,0.16,0.1,0.0,0.1,1.14,0.0,3.38,1,0,1,1
3721,INTJ,12.4,0.18937361561300525,0.16,0.14,0.04,0.06,0.0,0.4,0.02,1.46,1,0,1,0
3722,INTP,23.84,0.18493930529988534,0.1,0.1,0.0,0.02,0.0,0.52,0.0,3.04,1,0,1,1
3723,INFP,16.24,0.18812611412098168,0.18,0.14,0.64,0.1,0.0,0.58,0.0,2.16,1,0,0,1
3724,INFJ,26.76,0.18266565937894105,0.02,0.16,0.0,0.0,0.0,0.56,0.0,3.12,1,0,0,0
3725,ENTP,20.5,0.18107818588011063,0.08,0.42,0.14,0.06,0.02,0.46,0.0,2.4,0,0,1,1
3726,ISTJ,32.08,0.18631773900503684,0.0,0.18,0.08,0.0,0.0,1.1,0.0,2.86,1,1,1,0
3727,INFJ,17.62,0.19123048668503217,0.02,0.24,0.1,0.0,0.1,0.46,0.0,1.74,1,0,0,0
3728,INTJ,20.42,0.1820359185708145,0.24,0.36,0.06,0.0,0.06,0.44,0.0,2.0,1,0,1,0
3729,INTJ,27.38,0.19540171702539452,0.0,0.28,0.1,0.0,0.02,1.34,0.0,3.22,1,0,1,0
3730,INTP,17.16,0.1872183246423394,0.02,0.04,0.08,0.0,0.0,0.56,0.0,1.96,1,0,1,1
3731,INFJ,9.18,0.17570776318138376,0.0,0.02,0.0,0.0,0.04,0.14,0.0,1.02,1,0,0,0
3732,INFP,27.24,0.18514231647280893,0.06,0.14,0.18,0.0,0.0,0.6,0.0,3.2,1,0,0,1
3733,ENTP,26.04,0.1828211417767433,0.0,0.28,0.14,0.0,0.0,0.7,0.0,2.08,0,0,1,1
3734,INFP,18.58,0.1867847664541605,0.0,0.04,0.16,0.0,0.0,0.44,0.0,2.36,1,0,0,1
3735,ENTP,25.6,0.17347317230652792,0.1,0.34,0.02,0.0,0.0,0.7,0.0,1.6,0,0,1,1
3736,INFP,23.88,0.1927733448844092,0.0,0.1,0.32,0.0,0.06,0.44,0.0,3.44,1,0,0,1
3737,ISTJ,32.16,0.1842626288608439,0.0,0.26,0.46,0.0,0.02,0.86,0.0,3.1,1,1,1,0
3738,ENFP,25.4,0.18255648142901545,0.0,0.18,0.3,0.0,0.0,0.34,0.0,3.14,0,0,0,1
3739,INFJ,21.54,0.1798099452248873,0.0,0.32,0.0,0.0,0.0,0.82,0.0,1.34,1,0,0,0
3740,INTJ,23.14,0.18009810330481982,0.16,0.2,0.14,0.04,0.02,0.78,0.0,2.66,1,0,1,0
3741,ENFP,26.78,0.18822363277151966,0.0,0.2,0.16,0.0,0.0,0.64,0.0,3.22,0,0,0,1
3742,INFJ,14.82,0.1795969595700196,0.02,0.08,0.08,0.0,0.0,0.32,0.02,1.3,1,0,0,0
3743,ENTP,26.56,0.1841899852601612,0.0,0.16,0.1,0.0,0.0,0.64,0.0,2.82,0,0,1,1
3744,ENFJ,15.92,0.18765954045823688,0.0,0.06,0.9,0.0,0.0,0.44,0.0,1.66,0,0,0,0
3745,ISTJ,28.14,0.1837255913789233,0.0,0.18,0.1,0.0,0.04,0.76,0.0,3.18,1,1,1,0
3746,ENTP,29.92,0.18698478821385875,0.02,0.06,0.38,0.0,0.02,0.96,0.0,3.26,0,0,1,1
3747,INFP,30.44,0.18296833284556394,0.02,0.2,0.32,0.0,0.0,0.68,0.0,4.2,1,0,0,1
3748,INFJ,10.88,0.20326222669230953,0.0,0.0,0.02,0.0,0.0,0.86,0.0,1.36,1,0,0,0
3749,INTP,27.96,0.18585199766510793,0.02,0.42,0.08,0.0,0.06,0.68,0.0,3.0,1,0,1,1
3750,INTJ,21.04,0.18476613075225953,0.0,0.04,0.12,0.0,0.0,0.54,0.0,2.18,1,0,1,0
3751,ISTP,32.24,0.18108532548064485,0.02,0.34,0.18,0.0,0.0,0.8,0.0,3.38,1,1,1,1
3752,INFP,25.06,0.18533229102139828,0.0,0.04,0.0,0.0,0.0,0.76,0.0,2.36,1,0,0,1
3753,ESFP,23.04,0.1841424876309396,0.18,0.22,0.02,0.0,0.0,0.4,0.0,2.34,0,1,0,1
3754,INTP,17.8,0.17399579417490801,0.14,0.14,0.12,0.06,0.02,0.3,0.0,1.82,1,0,1,1
3755,INTP,25.62,0.17945428966175078,0.0,0.3,0.12,0.0,0.0,0.68,0.0,2.66,1,0,1,1
3756,INFP,35.06,0.1854752086004024,0.0,0.16,0.14,0.0,0.0,1.26,0.0,4.74,1,0,0,1
3757,INFP,34.54,0.18809526619995298,0.02,0.18,0.12,0.0,0.0,1.08,0.0,4.16,1,0,0,1
3758,ENTP,27.4,0.19171684623534638,0.02,0.2,0.28,0.02,0.02,1.16,0.08,2.88,0,0,1,1
3759,INTP,24.34,0.1828903375253574,0.1,0.12,0.06,0.0,0.0,0.56,0.0,3.1,1,0,1,1
3760,INTP,24.2,0.18621875504923016,0.02,0.2,0.16,0.0,0.0,0.58,0.0,1.84,1,0,1,1
3761,ENTP,27.72,0.18402648303123875,0.02,0.18,0.06,0.02,0.02,0.56,0.0,3.16,0,0,1,1
3762,ENTJ,27.82,0.18239484308995216,0.0,0.28,0.04,0.0,0.0,0.62,0.0,2.72,0,0,1,0
3763,INFJ,23.66,0.189216806479549,0.02,0.02,0.08,0.0,0.0,0.78,0.0,2.92,1,0,0,0
3764,INFJ,24.88,0.18661972914742997,0.04,0.1,0.12,0.02,0.0,0.82,0.0,0.62,1,0,0,0
3765,INFP,25.84,0.19057532642487715,0.1,0.12,0.06,0.06,0.02,0.6,0.0,3.5,1,0,0,1
3766,ENTJ,25.52,0.18936923668073052,0.1,0.26,0.18,0.0,0.0,0.54,0.0,2.08,0,0,1,0
3767,ESTP,18.18,0.18768181808550982,0.0,0.12,0.24,0.0,0.04,0.24,0.0,1.58,0,1,1,1
3768,ENFP,12.36,0.1919269013705993,0.0,0.22,0.18,0.0,0.0,0.36,0.0,1.66,0,0,0,1
3769,INTP,27.2,0.17790027664529717,0.06,0.28,0.02,0.0,0.04,0.64,0.0,3.18,1,0,1,1
3770,INTJ,14.4,0.1847007619707145,0.26,0.42,0.08,0.0,0.04,0.36,0.0,1.18,1,0,1,0
3771,INFP,21.94,0.18201216836862127,0.16,0.26,0.08,0.0,0.0,0.38,0.0,2.24,1,0,0,1
3772,INTJ,23.6,0.18453237204968137,0.02,0.44,0.04,0.0,0.0,0.5,0.0,2.06,1,0,1,0
3773,ENFJ,28.48,0.1973178786414982,0.0,0.34,1.32,0.0,0.04,1.28,0.0,2.86,0,0,0,0
3774,ENFP,28.58,0.18123893918937992,0.0,0.08,0.14,0.0,0.02,0.7,0.0,3.22,0,0,0,1
3775,INFJ,29.14,0.18367526785101077,0.02,0.4,0.18,0.0,0.04,0.72,0.0,3.28,1,0,0,0
3776,INFJ,24.9,0.1836363695657159,0.02,0.04,0.04,0.02,0.0,0.76,0.0,3.66,1,0,0,0
3777,ENFJ,31.98,0.18651764163606901,0.0,0.04,0.4,0.0,0.0,1.2,0.0,3.86,0,0,0,0
3778,ISTP,27.88,0.18307274290021447,0.08,0.22,0.02,0.06,0.0,0.54,0.0,3.4,1,1,1,1
3779,ISTJ,27.12,0.18460362182369905,0.02,0.34,0.04,0.0,0.0,0.6,0.0,3.56,1,1,1,0
3780,INTP,26.84,0.17421434316196902,0.02,0.16,0.06,0.0,0.02,0.74,0.0,1.76,1,0,1,1
3781,ENTP,28.06,0.1771409809562559,0.06,0.24,0.08,0.0,0.0,0.7,0.0,2.58,0,0,1,1
3782,ISTP,29.0,0.19056024696393267,0.02,0.18,0.4,0.0,0.0,0.6,0.0,1.4,1,1,1,1
3783,INTP,24.88,0.18979806568179408,0.1,0.3,0.34,0.02,0.0,0.76,0.0,2.68,1,0,1,1
3784,INTJ,30.54,0.18143136301145182,0.02,0.22,0.06,0.02,0.0,0.86,0.0,3.48,1,0,1,0
3785,INTP,22.12,0.17401516296590872,0.0,0.48,0.06,0.0,0.0,0.62,0.0,1.66,1,0,1,1
3786,INFP,22.9,0.18547072432472156,0.12,0.26,0.14,0.0,0.02,0.4,0.02,2.48,1,0,0,1
3787,INTJ,24.22,0.18190815208835937,0.02,0.26,0.28,0.0,0.02,0.6,0.0,2.42,1,0,1,0
3788,INTP,16.98,0.17322338863136216,0.06,0.06,0.0,0.0,0.0,0.36,0.0,1.44,1,0,1,1
3789,INFP,21.98,0.19114236987707997,0.06,0.14,0.04,0.0,0.02,0.42,0.0,3.02,1,0,0,1
3790,ENFP,31.08,0.18282382340691378,0.02,0.48,0.0,0.0,0.0,0.72,0.0,2.86,0,0,0,1
3791,INTP,19.2,0.18880886426592797,0.0,0.42,0.0,0.0,0.0,0.58,0.0,1.32,1,0,1,1
3792,INFJ,26.08,0.1815410897544596,0.12,0.24,0.06,0.08,0.0,0.62,0.0,2.36,1,0,0,0
3793,INTJ,26.22,0.18543509794874832,0.04,0.06,0.08,0.02,0.0,0.68,0.0,2.62,1,0,1,0
3794,INFP,23.0,0.18982189052863138,0.08,0.32,0.3,0.04,0.0,0.68,0.0,2.86,1,0,0,1
3795,ENTP,23.9,0.180003548954768,0.04,0.22,0.0,0.0,0.0,0.4,0.0,1.7,0,0,1,1
3796,INTP,31.86,0.18276485386621133,0.08,0.28,0.06,0.02,0.02,0.8,0.0,3.2,1,0,1,1
