,goodreads_book_id,book_id,book_title,book_series,authors,average_rating,work_ratings_count,main_genre,sec_genre
443103,228630,2643,Black Boy,,"Richard Wright, Jerry W. Ward Jr.",4.02,39863,classic,classic
443201,228665,330,The Eye of the World,Wheel of Time,Robert Jordan,4.18,272983,fantasy,sci-fi-fantasy
443306,228696,3376,Owl Moon,,"Jane Yolen, John Schoenherr",4.2,33746,children,children
443501,228990,4955,The Illearth War,The Chronicles of Thomas Covenant the Unbeliever,Stephen R. Donaldson,3.99,21986,fantasy,sci-fi-fantasy
443601,228992,7118,White Gold Wielder,The Second Chronicles of Thomas Covenant,Stephen R. Donaldson,4.01,15569,fantasy,sci-fi-fantasy
443703,229123,3056,Christy,,Catherine Marshall,4.2,40343,historical,classic
443801,229145,6108,"Cardcaptor Sakura, Vol. 1",Cardcaptor Sakura,"CLAMP, Maria Simpson",4.3,18004,fantasy,young adult
443901,229149,7314,"Cardcaptor Sakura: Master of the Clow, Vol. 1",Cardcaptor Sakura,"CLAMP, Anita Sengupta",4.34,12363,fantasy,romance
444028,229432,6190,The Pickwick Papers,,Charles Dickens,3.82,20011,classic,humor
444101,230003,6761,Daring to Dream,Dream Trilogy,Nora Roberts,4.01,20843,romance,chick lit
444209,231560,8504,Uncle Vanya,,Anton Chekhov,3.84,13337,classic,classic
444308,231562,2245,The Enemy,Jack Reacher,Lee Child,4.15,51036,thriller,mystery
444408,231585,5518,Small Sacrifices: A True Story of Passion and Murder,,Ann Rule,4.2,18261,crime,mystery
444516,231604,922,Déjà Dead,Temperance Brennan,Kathy Reichs,3.86,107636,mystery,crime
444603,231804,90,The Outsiders,,S.E. Hinton,4.06,680437,young adult,classic
444701,231821,2523,The Incredible Journey,,Sheila Burnford,4.16,43213,classic,children
444801,231850,549,Corduroy,,Don Freeman,4.28,162337,children,children
444901,231989,7788,The Wayfarer Redemption,Wayfarer Redemption,Sara Douglass,3.93,14470,fantasy,sci-fi-fantasy
445001,232109,1916,The Mouse and the Motorcycle,Ralph S. Mouse,"Beverly Cleary, Louis Darling, Tracy Dockray",3.9,63725,children,children
445118,232123,2351,All That Remains,Kay Scarpetta,Patricia Cornwell,4.05,50110,mystery,crime
445216,232145,2296,Unnatural Exposure,Kay Scarpetta,Patricia Cornwell,4.05,46232,mystery,crime
445321,232268,9524,The Locket,The Locket,Richard Paul Evans,4.1,10389,romance,chick lit
445403,232576,1707,Harriet the Spy,Harriet the Spy #1),Louise Fitzhugh,3.96,79970,children,children
445506,232577,6112,Gorillas in the Mist,,Dian Fossey,4.16,16880,adventure,classic
445606,232958,8648,I Love You Through and Through,,"Bernadette Rossetti-Shustak, Caroline Jayne Church",4.39,10865,children,children
445717,233044,4913,The Shop on Blossom Street,Blossom Street,Debbie Macomber,4.04,24892,romance,chick lit
445801,233093,251,The Cat in the Hat,,Dr. Seuss,4.15,317182,children,children
445907,233389,4780,The Lives of the Artists,,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",3.78,18738,history,classic
446003,233637,6138,The Hidden Staircase,Nancy Drew #2),"Carolyn Keene, Mildred Benson",3.94,25666,mystery,young adult
446101,233649,510,The Great Hunt,Wheel of Time,Robert Jordan,4.2,172500,fantasy,sci-fi-fantasy
446201,233667,675,Firestarter,,Stephen King,3.85,148131,horror,thriller
446301,233691,4046,The Far Side Gallery 3,,Gary Larson,4.45,24310,humor,humor
446402,233722,5621,Kristy's Great Idea,The Baby-Sitters Club,Ann M. Martin,3.94,23186,young adult,children
446501,233818,386,Island of the Blue Dolphins,Island of the Blue Dolphins,Scott O'Dell,3.8,245968,young adult,historical
446601,234184,1071,Stone of Tears,Sword of Truth,Terry Goodkind,4.1,89987,fantasy,sci-fi-fantasy
446701,234225,126,Dune,Dune Chronicles #1),Frank Herbert,4.19,525976,science-fiction,science-fiction
446801,234489,5356,The Uplift War,The Uplift Saga,David Brin,4.06,20945,science-fiction,science-fiction
446901,234501,4266,Startide Rising,The Uplift Saga,David Brin,4.04,25142,science-fiction,science-fiction
447001,234724,2312,Shadow Puppets,Ender's Shadow,Orson Scott Card,3.88,46456,science-fiction,science-fiction
447103,235127,7526,No Talking,,Andrew Clements,3.94,14531,children,children
447201,235718,3445,Succubus Blues,Georgina Kincaid,Richelle Mead,3.94,47172,fantasy,paranormal
447309,235773,6726,Waiting,,Ha Jin,3.49,16154,historical,romance
447403,236056,8218,There's a Boy in the Girls' Bathroom,,Louis Sachar,3.95,15093,children,children
447501,236093,346,The Wonderful Wizard of Oz,Oz,"L. Frank Baum, W.W. Denslow",3.98,279400,classic,children
447613,236208,4795,Night Chills,,Dean Koontz,3.86,20815,horror,thriller
447713,236862,9902,Death Without Company,Walt Longmire,Craig Johnson,4.23,11174,mystery,mystery
447816,237114,9068,Moonlight Becomes You,,Mary Higgins Clark,3.8,13945,mystery,suspense
447917,237209,473,In the Woods,Dublin Murder Squad,Tana French,3.74,201721,mystery,crime
448003,237320,3991,So B. It,,Sarah Weeks,4.1,27496,young adult,young adult
448101,237665,6526,Kitten's First Full Moon,,Kevin Henkes,4.07,18642,children,children
448201,238125,5512,Holiday in Death,In Death,J.D. Robb,4.31,27473,mystery,romance
448301,238126,4423,Immortal in Death,In Death,J.D. Robb,4.26,34987,mystery,romance
448401,238127,7574,Seduction in Death,In Death,J.D. Robb,4.3,20374,mystery,romance
448501,238137,7512,Purity in Death,In Death,J.D. Robb,4.33,19962,mystery,romance
448601,238139,8008,Imitation in Death,In Death,J.D. Robb,4.34,19866,mystery,romance
448701,238140,7976,Reunion in Death,In Death,J.D. Robb,4.33,19686,mystery,romance
448801,238141,6325,Memory in Death,In Death,J.D. Robb,4.31,21497,mystery,romance
448901,238142,7996,Visions in Death,In Death,J.D. Robb,4.33,18858,mystery,romance
449003,238360,4314,Megan Meade's Guide to the McGowan Boys,,Kate Brian,3.93,30877,young adult,romance
449101,239102,4914,Starless Night,Forgotten Realms: Legacy of the Drow,R.A. Salvatore,4.12,20277,fantasy,sci-fi-fantasy
449201,239103,5168,Siege of Darkness,Forgotten Realms: Legacy of the Drow,R.A. Salvatore,4.15,19398,fantasy,sci-fi-fantasy
449301,239105,6744,The Silent Blade,Forgotten Realms: Paths of Darkness,R.A. Salvatore,4.1,15240,fantasy,sci-fi-fantasy
449401,239107,7578,Sea of Swords,Forgotten Realms: Paths of Darkness,R.A. Salvatore,4.07,13085,fantasy,sci-fi-fantasy
449501,239109,7030,The Lone Drow,Forgotten Realms: Hunter's Blades,R.A. Salvatore,4.15,13780,fantasy,sci-fi-fantasy
449607,239186,3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",,Erik Larson,4.05,33342,history,historical
449701,239239,9022,The Prestige,,Christopher Priest,3.87,13806,fantasy,historical
449807,239381,9496,Just a Mess,Little Critter),Mercer Mayer,4.23,10776,children,children
449907,239388,6347,Just Me and My Dad,Little Critter),Mercer Mayer,4.19,16356,children,children
450001,239399,2189,The Ghost Brigades,Old Man's War,John Scalzi,4.09,47619,science-fiction,science-fiction
450113,239509,8865,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,,Robin Norwood,3.98,9299,romance,romance
450203,239810,3774,The Best Christmas Pageant Ever,The Herdmans #1),Barbara Robinson,4.18,34896,children,children
450301,239917,8799,Sign of the Unicorn,The Chronicles of Amber #3),Roger Zelazny,4.14,13376,fantasy,science-fiction
450401,240130,3078,The Paper Bag Princess,,"Robert Munsch, Michael Martchenko",4.32,39765,children,children
450511,240976,2926,The Book of Laughter and Forgetting,,"Milan Kundera, Aaron Asher",4.01,32303,classic,classic
450624,241387,9096,When Crickets Cry,,Charles Martin,4.23,11364,romance,drama
450701,241823,4395,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,,Clarissa Pinkola Estés,4.15,24120,fantasy,history
450808,241934,8861,Sunset Express,Elvis Cole,Robert Crais,4.17,11603,mystery,crime
450908,241936,7941,The Last Detective,Elvis Cole,Robert Crais,4.24,13490,mystery,crime
451016,241969,9170,"Between, Georgia",,Joshilyn Jackson,3.87,11873,chick lit,historical
451103,242006,238,Running with Scissors,,Augusten Burroughs,3.7,306388,humor,humor
451221,242157,8405,How to Talk to a Widower,,Jonathan Tropper,3.97,12018,romance,humor
451337,242472,1516,The Black Swan: The Impact of the Highly Improbable,,Nassim Nicholas Taleb,3.88,58766,history,0
451401,243298,6330,The Shining Ones,The Tamuli,David Eddings,3.95,19856,fantasy,sci-fi-fantasy
451507,243308,7078,Steel Magnolias,DPS Acting Edition),Robert Harling,4.24,14660,drama,classic
451608,243598,5084,The Sheltering Sky,,Paul Bowles,3.92,19833,classic,historical
451711,243601,6446,Imperium: A Novel of Ancient Rome,Cicero,Robert   Harris,4.05,17404,historical,historical
451809,243685,4270,A History of Western Philosophy,,Bertrand Russell,4.05,22493,history,classic
451911,243705,3131,The Collector,,John Fowles,3.99,37123,classic,horror
452008,244102,8377,Open Season,Joe Pickett,C.J. Box,3.91,13377,mystery,crime
452101,244115,9417,Skippyjon Jones in Mummy Trouble,Skippyjon Jones,Judy Schachner,4.25,11311,children,children
452219,244383,4501,Ask and It Is Given: Learning to Manifest Your Desires,,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",4.18,18266,romance,0
452301,244572,6189,Charmed Life,Chrestomanci,Diana Wynne Jones,3.95,24251,fantasy,young adult
452401,245700,9821,The Art of Amy Brown,,"Amy Brown, Charles  de Lint",4.04,8721,fantasy,paranormal
452512,246225,5509,Strong Poison,Lord Peter Wimsey,Dorothy L. Sayers,4.14,20858,mystery,mystery
452621,246468,6543,The Jordan Rules,,"Sam Smith, Doug Grud",4.23,11513,history,0
452703,246546,8888,An Old-Fashioned Girl,,Louisa May Alcott,4.05,15032,classic,historical
452801,248470,5221,River Secrets,The Books of Bayern,Shannon Hale,4.03,28983,young adult,fantasy
452901,248482,4233,Enna Burning,The Books of Bayern,Shannon Hale,3.97,33826,fantasy,young adult
453001,248483,1791,Austenland,Austenland,Shannon Hale,3.54,71565,romance,chick lit
453101,248484,3593,Book of a Thousand Days,,"Shannon Hale, James Noel Smith",3.95,42095,fantasy,young adult
453201,248596,1641,Something Wicked This Way Comes,Green Town,Ray Bradbury,3.95,71886,horror,fantasy
453301,248682,4680,Key of Knowledge,Key Trilogy,Nora Roberts,4.09,28888,romance,fantasy
453403,248704,564,It's Kind of a Funny Story,,Ned Vizzini,4.14,165713,young adult,young adult
453522,248787,3207,The World Without Us,,Alan Weisman,3.79,30591,history,science-fiction
453601,248871,9578,"Berserk, Vol. 1",Berserk,"Kentaro Miura, Jason DeAngelis",4.37,10510,fantasy,horror
453701,249747,223,Artemis Fowl,Artemis Fowl,Eoin Colfer,3.82,399165,fantasy,young adult
453801,250024,5073,The City and the Stars,,Arthur C. Clarke,4.08,20949,science-fiction,science-fiction
453915,250729,5925,The Vanishing Act of Esme Lennox,,Maggie O'Farrell,3.82,20131,historical,mystery
454008,251446,8696,Glengarry Glen Ross,,David Mamet,3.95,11958,drama,classic
454124,251519,4005,Good Grief,,Lolly Winston,3.72,25350,chick lit,romance
454210,251665,8469,Hotel du Lac,,Anita Brookner,3.56,12114,romance,classic
454312,251688,664,Breakfast at Tiffany's,,Truman Capote,3.89,158526,classic,classic
454403,251762,4793,Bee Season,,Myla Goldberg,3.55,22184,coming-of-age,young adult
454501,251964,7058,The Black Lyon,Montgomery/Taggert,Jude Deveraux,3.99,15837,romance,historical
454628,252499,1501,The Queen's Fool,The Plantagenet and Tudor Novels,Philippa Gregory,3.83,74843,historical,historical
454713,252577,179,Angela's Ashes,Frank McCourt,Frank McCourt,4.07,419746,classic,history
454801,252938,8354,Twilight,Warriors: The New Prophecy,Erin Hunter,4.3,16704,fantasy,young adult
454901,252999,8419,Dark Legend,Dark,Christine Feehan,4.33,17255,paranormal,romance
455001,253058,1638,Temple of the Winds,Sword of Truth,"Terry Goodkind, Dick Hill",4.03,62708,fantasy,sci-fi-fantasy
455103,253106,5436,"The Earth, My Butt, and Other Big Round Things",,Carolyn Mackler,3.77,22209,young adult,young adult
455203,253264,6745,Inherit the Wind,,"Jerome Lawrence, Robert E.  Lee",3.96,17713,classic,drama
455311,254308,5009,Oblomov,,"Ivan Goncharov, Stephen Pearl, Galya Diment",4.0,20992,classic,classic
455710,256008,757,Lonesome Dove,,Larry McMurtry,4.47,116430,historical,classic
455812,256566,587,Everything Is Illuminated,,Jonathan Safran Foer,3.9,144312,historical,historical
455901,256598,5321,Curse of the Bane,The Last Apprentice / Wardstone Chronicles,"Joseph Delaney, Patrick  Arrasmith",4.1,21917,fantasy,young adult
456001,256683,51,City of Bones,The Mortal Instruments,Cassandra Clare,4.12,1241799,young adult,paranormal
456119,257257,7861,The 20th Century Art Book,,Phaidon Press,3.94,10098,history,0
456203,257845,4464,True Grit,,Charles Portis,4.12,27697,historical,classic
456316,257990,5668,G is for Gumshoe,Kinsey Millhone,Sue Grafton,3.9,24764,mystery,mystery
456408,259538,1864,Outbreak,Dr. Marissa Blumenthal,Robin Cook,3.96,49169,mystery,science-fiction
456501,259836,1396,Dragons of Autumn Twilight ,Dragonlance: Chronicles,"Margaret Weis, Tracy Hickman",4.03,80856,fantasy,sci-fi-fantasy
456601,260025,4941,Test of the Twins,Dragonlance: Legends,"Margaret Weis, Tracy Hickman",4.16,23195,fantasy,sci-fi-fantasy
456709,260791,5571,The Pursuit of Holiness,,"Jerry Bridges, Foster W. Cline, Jim Fay",4.28,14915,classic,0
456801,261083,9727,Heretic,The Grail Quest,Bernard Cornwell,4.11,11059,historical,historical
456901,261122,3176,The Dead Girls' Dance,The Morganville Vampires,Rachel Caine,4.06,49499,young adult,paranormal
457003,261161,9708,Dial L for Loser,The Clique,Lisi Harrison,3.8,11892,young adult,chick lit
457101,261240,2365,The Cask of Amontillado,,Edgar Allan Poe,4.09,50207,classic,horror
457211,261243,4332,History of the Peloponnesian War,,"Thucydides, Rex Warner, Moses I. Finley",3.87,24453,classic,history
457303,261331,4497,The Tea Rose,The Tea Rose,Jennifer Donnelly,4.18,25268,historical,romance
457401,261604,7325,Rhapsody: Child of Blood,Symphony of Ages,Elizabeth Haydon,3.95,16962,fantasy,sci-fi-fantasy
457510,261689,6927,The Grand Sophy,,Georgette Heyer,4.16,18859,romance,historical
457616,262228,6910,O is for Outlaw,Kinsey Millhone,Sue Grafton,3.92,20244,mystery,mystery
457716,262229,7042,Q is for Quarry,Kinsey Millhone,Sue Grafton,3.91,19290,mystery,mystery
457801,262430,1531,Gregor the Overlander,Underland Chronicles,Suzanne Collins,3.99,72486,fantasy,adventure
457903,262545,7641,The Whistling Season,,Ivan Doig,4.01,13111,historical,coming-of-age
458101,263050,1749,The Death and Life of Charlie St. Cloud,,Ben Sherwood,4.01,50912,romance,fantasy
458201,263145,1126,"Vampire Knight, Vol. 1",Vampire Knight,"Matsuri Hino, Tomo Kimura",4.1,90130,romance,fantasy
458301,263147,3289,Vampire Kisses,Vampire Kisses,Ellen Schreiber,3.69,44598,young adult,paranormal
458401,263148,6086,Vampireville,Vampire Kisses,Ellen Schreiber,3.92,22429,young adult,paranormal
458501,263149,9342,Single White Vampire,Argeneau #3),Lynsay Sands,4.16,18616,romance,paranormal
458601,263171,5803,Dance with a Vampire,Vampire Kisses,Ellen Schreiber,4.01,23240,young adult,paranormal
458701,263172,6563,Kissing Coffins,Vampire Kisses,Ellen Schreiber,3.87,22921,young adult,paranormal
458801,263173,9948,"Vampire Knight, Vol. 2",Vampire Knight,"Matsuri Hino, Tomo Kimura",4.25,13704,fantasy,romance
458901,263179,5264,How to Marry a Millionaire Vampire,Love at Stake,Kerrelyn Sparks,3.85,29698,paranormal,romance
459001,264158,1784,The Raven,,"Edgar Allan Poe, Gustave Doré",4.28,69127,classic,horror
459107,264778,6951,Sacajawea,Lewis & Clark Expedition),Anna Lee Waldo,4.23,13781,historical,historical
459211,265205,5919,Life Application Study Bible: NIV,,"Anonymous, Ronald A. Beers, Ronald A. Beers",4.67,14774,classic,history
459301,265264,8152,One,,Richard Bach,3.94,10538,fantasy,romance
459403,265650,7648,Shakespeare's Romeo and Juliet,,"Michael Rosen, Jane Ray",4.09,19117,classic,classic
459501,266607,5755,Valiant,Modern Faerie Tales #2),Holly Black,3.92,27834,fantasy,young adult
459603,266765,8745,Girls in Love,Girls,Jacqueline Wilson,3.53,12440,young adult,children
459701,266904,4208,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",The Penderwicks #1),Jeanne Birdsall,4.12,33898,children,children
459809,267243,7370,Ironweed,,William  Kennedy,3.86,13452,historical,classic
459901,267869,9795,Silent in the Grave,Lady Julia Grey,Deanna Raybourn,3.91,15847,mystery,historical
460001,267972,8072,Wait Till Helen Comes,,Mary Downing Hahn,4.14,15444,horror,young adult
460115,268275,7492,Chill Factor,,Sandra Brown,3.95,15092,romance,mystery
460201,268559,9026,Winter Moon,,Dean Koontz,3.8,13694,horror,thriller
460301,268598,7041,Loyalty in Death,In Death,"J.D. Robb, Susan Ericksen",4.3,22372,mystery,romance
460401,268601,3824,Glory in Death,In Death,J.D. Robb,4.25,39956,mystery,romance
460501,268602,832,Naked in Death,In Death,J.D. Robb,4.13,126781,mystery,romance
460601,268604,5171,Portrait in Death,In Death,J.D. Robb,4.37,26799,mystery,romance
460701,268955,9856,Mummies in the Morning,Magic Tree House,"Mary Pope Osborne, Salvatore Murdocca",3.86,13056,children,fantasy
460801,269322,3101,The Raven and other poems,,"Edgar Allan Poe, Philip Pullman",4.3,34591,classic,horror
460923,269386,7597,The Sweet Potato Queens' Book of Love,,Jill Conner Browne,3.7,13614,humor,humor
461012,269746,7287,Catering to Nobody,A Goldy Bear Culinary Mystery,Diane Mott Davidson,3.85,16506,mystery,mystery
461111,269795,8873,The Commitments,,Roddy Doyle,3.95,12070,humor,humor
461208,270032,8524,Seven Years in Tibet,,Heinrich Harrer,4.05,12917,history,adventure
461301,270067,2260,A Pocket for Corduroy,,Don Freeman,4.29,47522,children,children
461507,270521,5756,The Russia House,,John le Carré,3.9,18428,thriller,mystery
461603,270730,927,Crank,Crank,Ellen Hopkins,4.16,105823,young adult,young adult
461703,270804,1852,Glass,Crank,Ellen Hopkins,4.28,53542,young adult,young adult
461803,270805,1604,Impulse,Impulse,Ellen Hopkins,4.29,62005,young adult,young adult
461903,270807,2072,Burned,Burned,Ellen Hopkins,4.24,50310,young adult,young adult
462001,271199,803,"Fruits Basket, Vol. 1",,"Natsuki Takaya, Alethea Nibley, Athena Nibley",4.23,118803,fantasy,romance
462101,271264,9798,"Bleach, Volume 03",,Tite Kubo,4.31,11555,fantasy,action
462213,272264,6619,The Face Of Deception,Eve Duncan,Iris Johansen,4.07,18852,mystery,thriller
